"filename", "language", "YAML", "Dart", "Markdown", "Groovy", "XML", "Properties", "C++", "Swift", "JSON", "comment", "blank", "total"
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/services/authentication/authentication_service.dart", "Dart", 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 39, 188
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/services/authentication/authentication_wrapper.dart", "Dart", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/services/repositories/chat_repository.dart", "Dart", 0, 434, 0, 0, 0, 0, 0, 0, 0, 68, 77, 579
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/services/repositories/school_repository.dart", "Dart", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 21, 80
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/services/repositories/student_repository.dart", "Dart", 0, 298, 0, 0, 0, 0, 0, 0, 0, 5, 68, 371
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/services/repositories/studentvue_repository.dart", "Dart", 0, 151, 0, 0, 0, 0, 0, 0, 0, 22, 33, 206
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/authentication_providers/authentication_service_provider.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/authentication_providers/authentication_stream_provider.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/authentication_providers/firebaseauth_provider.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/journal_entries_stream_provider.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/next_class_providers/next_block_stream_provider.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/next_class_providers/next_class_stream_provider.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/next_class_providers/next_class_teacher_stream_provider.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/school_future_provider.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/school_repository_provider.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/school_stream_provider.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/student_assignments_provider.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/student_classes_future_provider.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/student_repository_provider.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/providers/student_stream_provider.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/styled_components/assignment_card.dart", "Dart", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 6, 101
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/styled_components/class_card.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 6, 87
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/styled_components/journal_entry_card.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 4, 85
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/styled_components/journal_entry_tag_card.dart", "Dart", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 9, 148
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/styled_components/sign_in_with_studentvue_card.dart", "Dart", 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 6, 172
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/styled_components/something_went_wrong.dart", "Dart", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/styled_components/student_id_card.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 5, 86
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/authentication_views/sign_in_view.dart", "Dart", 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 14, 201
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/authentication_views/sign_up_view.dart", "Dart", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 9, 128
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/current_view.dart", "Dart", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 10, 67
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/home_view.dart", "Dart", 0, 476, 0, 0, 0, 0, 0, 0, 0, 3, 20, 499
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/journal_entries_view.dart", "Dart", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 11, 101
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/journal_entry_view.dart", "Dart", 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 17, 241
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/journal_view.dart", "Dart", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 12, 151
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/no_student_data_view.dart", "Dart", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 5, 51
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/profile_view.dart", "Dart", 0, 198, 0, 0, 0, 0, 0, 0, 0, 1, 13, 212
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/schedule_view.dart", "Dart", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 8, 116
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/student_id_card_view.dart", "Dart", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 6, 64
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/lib/src/ui/views/upcoming_assignments_view.dart", "Dart", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 8, 91
"/Users/carltonaikins/Desktop/Home/Programming/projects/kounslr/mobile_app/pubspec.yaml", "YAML", 43, 0, 0, 0, 0, 0, 0, 0, 0, 50, 19, 112
"Total", "-", 47, 5062, 24, 90, 125, 8, 1, 12, 78, 207, 726, 6380
